Gender ,Age,Title,School Type Level,What is the School location,School Category,State
Male,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,7.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Lakes
Female,17.0,Learner,Primary,Urban,Non-IDP School,Lakes
Female,18.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,15.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,20.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,19.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,19.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,17.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,22.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,22.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,18.0,Learner,Primary,Urban,Non-IDP School,Lakes
Female,18.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Lakes
Male,18.0,Learner,Primary,Urban,Non-IDP School,Lakes
Female,20.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Lakes
Male,40.0,Teacher,Primary,Urban,Non-IDP School,Lakes
Female,48.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Lakes
Male,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Lakes
Male,34.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Lakes
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Male,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,35.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Upper Nile State
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,26.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,23.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,42.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,17.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,19.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,11.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Jonglei
Male,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,22.0,Teacher,Primary,Urban,Non-IDP School,Central Equatoria
Male,11.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,9.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,25.0,Teacher,Primary,Rural,Non-IDP School,Central Equatoria
,,,,,,Lakes
Female,18.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,10.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,23.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,7.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,38.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,10.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,20.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,9.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,44.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Equatoria
Male,8.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,32.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Equatoria
Male,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,12.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,8.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,11.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,67.0,Teacher,Secondary,Urban,Non-IDP School,Warrap
Female,53.0,Teacher,ECD,Urban,IDP School,Warrap
Male,25.0,Teacher,Secondary,Urban,IDP School,Warrap
Male,28.0,Teacher,Primary,Urban,Non-IDP School,Warrap
Female,11.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,42.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,44.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,19.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,26.0,Learner,Primary,Rural,Non-IDP School,Jonglei
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,14.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,33.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Male,49.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,55.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Male,29.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,28.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Male,41.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
Male,16.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,20.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,19.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,19.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,21.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
Female,16.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Eastern Equatoria
,,,,,,Unity
,,,,,,Unity
Male,22.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,14.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,14.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,34.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Female,29.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Male,26.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,27.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,27.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,21.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,24.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,28.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Female,53.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Female,26.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,15.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,17.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,17.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,15.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,16.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,33.0,Teacher,Primary,Urban,Non-IDP School,Upper Nile State
Female,55.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Female,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,48.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Female,33.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Female,17.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,68.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,17.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Female,17.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,49.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Male,60.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Female,13.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,47.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Upper Nile State
Female,12.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,8.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,27.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,24.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,31.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,22.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,40.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
,,,,,,Warrap
Male,16.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,20.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Male,36.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Male,15.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,10.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
,,,,,,Upper Nile State
,,,,,,Upper Nile State
Female,20.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,18.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,24.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,13.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,11.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,20.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,28.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,59.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,38.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,46.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,28.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,54.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,32.0,Teacher,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,19.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,11.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,37.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,34.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,22.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,22.0,Teacher,Secondary,Urban,Non-IDP School,Central Equatoria
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,60.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,33.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,14.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,19.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,28.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,18.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,16.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,10.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,13.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,15.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,19.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,30.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Male,39.0,Teacher,Primary,Rural,Non-IDP School,Central Equatoria
Male,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,25.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,25.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,17.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,19.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,17.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,11.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,49.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,50.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,38.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,65.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,42.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,18.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,17.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Male,13.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,8.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,24.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
,,,,,,Unity
Male,14.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,20.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,20.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,17.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,26.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Male,41.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Female,18.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Upper Nile State
Female,18.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,50.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Male,17.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,15.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,61.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Male,15.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,19.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,45.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Female,16.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,24.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,23.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,18.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Male,29.0,Teacher,Secondary,Rural,Non-IDP School,Central Equatoria
Female,38.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Central Equatoria
Female,17.0,Learner,Secondary,Rural,Non-IDP School,Central Equatoria
Female,21.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,34.0,Teacher,Primary,Urban,Non-IDP School,Central Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,23.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,17.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,38.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,32.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
,,,,,,Upper Nile State
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
Female,15.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,21.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,55.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,60.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Female,17.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Female,34.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Male,24.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Upper Nile State
Female,35.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Upper Nile State
Male,57.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Upper Nile State
Female,53.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Upper Nile State
Male,58.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Upper Nile State
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Male,15.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Male,30.0,Teacher,Secondary,Urban,Non-IDP School,Upper Nile State
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
